TransactionID,Timestamp,Amount,OldBalanceOrigin,NewBalanceOrigin,OldBalanceDestination,NewBalanceDestination,BalanceDeltaOrigin,BalanceDeltaDestination,TransactionType,SenderID,ReceiverID,SenderLocation,SenderCountry,ReceiverLocation,ReceiverCountry,LocationMismatch,PreviousLinkWithReceiver,LinkHistoryCount,SenderPastFraudCount,ReceiverPastFraudCount,SenderAvgTransactionAmount,ReceiverAvgTransactionAmount,AmountDeviationFromSenderAvg,TransactionVelocity24h,AmountAnomalyFlag,BehaviorAnomalyFlag,FraudRiskScore,IsFraud
TXN2001233,06-12-2025 05:30,17411.93,15151.93,-2260,1400.69,18812.62,17411.93,17411.93,TRANSFER,CUST_SEND_105,CUST_RECV_69,Lucknow,France,Kolkata,UK,0,0,0,1,0,14788.67,10205.94,17.74,12,1,0,0.696,1
TXN1000335,17-11-2025 21:28,12134.01,49031.49,36897.47,18508.52,30642.54,12134.01,12134.01,DEBIT,CUST_SEND_148,CUST_RECV_24,Pune,Canada,Pune,Canada,0,1,49,0,0,11486.23,10350.21,5.64,6,0,0,0.198,0
TXN2001298,07-12-2025 03:23,960.66,4863.02,3902.36,14688.36,15649.02,960.66,960.66,CASH_OUT,CUST_SEND_43,CUST_RECV_85,Bangalore,Australia,Pune,Japan,0,0,0,2,0,15314.19,8168.4,-93.73,18,0,1,0.759,1
TXN1000025,30-11-2025 12:25,19015.25,4405.94,-14609.31,17644.35,36659.6,19015.25,19015.25,PAYMENT,CUST_SEND_150,CUST_RECV_144,Ahmedabad,UK,Ahmedabad,UK,0,1,81,0,1,17656.42,3932.89,7.7,7,0,0,0.146,0
TXN2001440,19-11-2025 05:54,1882.24,585.72,-1296.52,7175.25,9057.49,1882.24,1882.24,TRANSFER,CUST_SEND_31,CUST_RECV_81,Hyderabad,Japan,Jaipur,USA,1,0,0,0,0,14318.41,9500.83,-86.85,11,0,1,0.788,1
TXN1000937,19-11-2025 14:26,20293.85,31172.44,10878.59,4597.34,24891.18,20293.85,20293.85,TRANSFER,CUST_SEND_119,CUST_RECV_75,Chennai,Japan,Chennai,Japan,0,1,58,0,0,17000.26,5796.3,19.37,2,0,0,0.269,0
TXN2001452,28-11-2025 23:03,23632.52,26962.99,3330.47,12711.98,36344.5,23632.52,23632.52,CASH_OUT,CUST_SEND_6,CUST_RECV_121,Delhi,USA,Mumbai,Japan,1,0,0,0,0,7066.96,19665.19,234.41,16,1,1,0.674,1
TXN1000566,25-11-2025 11:14,7148.8,3530.18,-3618.61,5705.52,12854.32,7148.8,7148.8,TRANSFER,CUST_SEND_44,CUST_RECV_25,Chennai,India,Chennai,India,0,1,62,1,0,8148.93,5906.64,-12.27,3,0,0,0.08,0
TXN2001501,05-12-2025 03:16,1593.78,15166.55,13572.78,5670.53,7264.3,1593.78,1593.78,CASH_OUT,CUST_SEND_88,CUST_RECV_128,Hyderabad,Australia,Ahmedabad,Germany,0,0,0,0,0,6270.24,4246.86,-74.58,2,0,1,0.752,1
TXN1000894,17-11-2025 12:07,13431.83,3259.63,-10172.2,4460.35,17892.18,13431.83,13431.83,DEBIT,CUST_SEND_31,CUST_RECV_100,Chennai,Singapore,Chennai,Singapore,0,0,0,0,0,14318.41,9201.53,-6.19,4,0,0,0.096,0
TXN1000376,22-11-2025 10:38,23732.82,45966.98,22234.17,7474.8,31207.62,23732.82,23732.82,TRANSFER,CUST_SEND_67,CUST_RECV_113,Kolkata,UAE,Kolkata,UAE,0,0,0,0,1,19427.7,4052.95,22.16,4,0,0,0.069,0
TXN1000192,12-11-2025 11:54,3681.83,21546.07,17864.24,18231.01,21912.84,3681.83,3681.83,TRANSFER,CUST_SEND_56,CUST_RECV_88,Jaipur,Japan,Jaipur,Japan,0,1,17,2,0,3233,5017.51,13.88,7,0,0,0.022,0
TXN2001454,06-12-2025 22:38,586.09,14291.28,13705.19,1669.13,2255.22,586.09,586.09,CASH_OUT,CUST_SEND_128,CUST_RECV_70,Ahmedabad,USA,Kolkata,France,0,0,0,0,0,19936.1,12746.84,-97.06,12,0,1,0.865,1
TXN1000053,22-11-2025 15:41,12725.83,11227.26,-1498.57,19769.74,32495.56,12725.83,12725.83,DEBIT,CUST_SEND_92,CUST_RECV_8,Bangalore,Singapore,Bangalore,Singapore,0,0,0,1,0,12089.47,3591.06,5.26,7,0,0,0.27,0
TXN1000155,29-11-2025 14:17,7312.76,11301.07,3988.31,7993.53,15306.29,7312.76,7312.76,TRANSFER,CUST_SEND_141,CUST_RECV_180,Chennai,Germany,Chennai,Germany,0,0,0,0,1,7805.09,7817.78,-6.31,6,0,0,0.274,0
TXN1000142,08-12-2025 12:55,9622.7,30264,20641.29,9800.64,19423.34,9622.7,9622.7,TRANSFER,CUST_SEND_38,CUST_RECV_152,Mumbai,Singapore,Mumbai,Singapore,0,1,23,0,0,8111.15,7124.72,18.64,7,0,0,0.283,0
TXN1000052,26-11-2025 09:58,14509.46,2087.71,-12421.75,4112.84,18622.3,14509.46,14509.46,PAYMENT,CUST_SEND_40,CUST_RECV_102,Hyderabad,USA,Hyderabad,USA,0,1,42,0,0,16443.19,6391.74,-11.76,1,0,0,0.277,0
TXN2001869,15-11-2025 22:01,37143.27,32976.03,-4167.24,860.16,38003.43,37143.27,37143.27,TRANSFER,CUST_SEND_9,CUST_RECV_26,Mumbai,Germany,Chennai,Japan,0,1,28,0,1,11895.32,9723.58,212.25,13,1,1,0.815,1
TXN2001011,24-11-2025 22:52,25342.81,2060.96,-23281.85,12111.78,37454.59,25342.81,25342.81,CASH_OUT,CUST_SEND_14,CUST_RECV_112,Hyderabad,UAE,Chennai,Germany,0,0,0,0,0,13777.85,5673.2,83.94,2,1,1,0.689,1
TXN1000717,19-11-2025 11:35,2146.36,15213.61,13067.26,12578.67,14725.02,2146.36,2146.36,TRANSFER,CUST_SEND_93,CUST_RECV_113,Hyderabad,UK,Hyderabad,UK,0,0,0,1,1,2476.96,4052.95,-13.35,7,0,0,0.255,0
TXN1000622,30-11-2025 21:32,21643.08,40250.95,18607.87,5213.83,26856.91,21643.08,21643.08,TRANSFER,CUST_SEND_104,CUST_RECV_60,Chennai,USA,Chennai,USA,0,1,87,0,0,19046.2,17597.99,13.63,4,0,0,0.168,0
TXN1000914,25-11-2025 19:49,17787.62,47629.66,29842.03,13510.24,31297.86,17787.62,17787.62,TRANSFER,CUST_SEND_136,CUST_RECV_142,Kolkata,Canada,Kolkata,Canada,0,0,0,0,0,19126.97,6483.98,-7,2,0,0,0.257,0
TXN2001953,07-12-2025 02:56,16726.62,16837.99,111.37,11842.58,28569.2,16726.62,16726.62,CASH_OUT,CUST_SEND_130,CUST_RECV_76,Bangalore,Germany,Pune,Singapore,0,0,0,1,0,15610.76,14553.64,7.15,4,1,0,0.829,1
TXN2001374,27-11-2025 02:59,985.33,15956.94,14971.62,5263.87,6249.2,985.33,985.33,TRANSFER,CUST_SEND_29,CUST_RECV_176,Chennai,UAE,Bangalore,Japan,1,0,0,2,0,2921.33,4121.05,-66.27,18,0,1,0.733,1
TXN1000116,12-11-2025 08:06,4231.13,31906.11,27674.98,10594.27,14825.39,4231.13,4231.13,TRANSFER,CUST_SEND_138,CUST_RECV_109,Pune,India,Pune,India,0,0,0,0,0,5344.21,5507.31,-20.83,2,0,0,0.088,0
TXN2001191,27-11-2025 04:57,1679.26,21422.82,19743.56,19611.79,21291.04,1679.26,1679.26,TRANSFER,CUST_SEND_139,CUST_RECV_29,Kolkata,UAE,Delhi,Singapore,1,0,0,0,0,13762.31,7246.28,-87.8,8,0,1,0.657,1
TXN1000926,19-11-2025 16:30,8418.8,3514.46,-4904.34,1199.46,9618.26,8418.8,8418.8,TRANSFER,CUST_SEND_12,CUST_RECV_153,Delhi,India,Delhi,India,0,0,0,0,0,6571,16387.61,28.12,6,0,0,0.113,0
TXN1000503,06-12-2025 21:42,15289.48,30995.08,15705.6,8932.45,24221.92,15289.48,15289.48,DEBIT,CUST_SEND_139,CUST_RECV_176,Mumbai,Canada,Mumbai,Canada,0,1,47,0,0,13762.31,4121.05,11.1,1,0,0,0.054,0
TXN2001356,26-11-2025 05:27,32051.71,13054.68,-18997.03,3175.6,35227.32,32051.71,32051.71,TRANSFER,CUST_SEND_139,CUST_RECV_101,Hyderabad,UK,Hyderabad,France,1,0,0,0,0,13762.31,3424.03,132.89,4,1,1,0.657,1
TXN2001848,24-11-2025 23:40,26319.28,26716.13,396.85,15652.25,41971.53,26319.28,26319.28,TRANSFER,CUST_SEND_38,CUST_RECV_119,Jaipur,USA,Jaipur,Germany,1,0,0,0,0,8111.15,10965.72,224.48,1,1,1,0.709,1
TXN2001185,20-11-2025 03:25,18019.56,1048.47,-16971.09,9316.63,27336.19,18019.56,18019.56,CASH_OUT,CUST_SEND_76,CUST_RECV_131,Delhi,Canada,Ahmedabad,USA,0,0,0,0,0,12958.57,11578.49,39.06,4,1,0,0.682,1
TXN2001074,22-11-2025 22:28,279.22,44633.53,44354.31,2615.41,2894.62,279.22,279.22,TRANSFER,CUST_SEND_87,CUST_RECV_157,Hyderabad,UAE,Mumbai,UK,0,1,25,0,0,12782.52,12317.14,-97.82,13,0,1,0.908,1
TXN1000129,20-11-2025 08:26,11765.19,47985.04,36219.84,785.31,12550.5,11765.19,11765.19,TRANSFER,CUST_SEND_53,CUST_RECV_117,Jaipur,Canada,Jaipur,Canada,0,1,69,0,0,9904.55,18038.54,18.79,2,0,0,0.091,0
TXN1000631,12-11-2025 18:01,8774.19,36496.2,27722.01,13567.17,22341.36,8774.19,8774.19,TRANSFER,CUST_SEND_31,CUST_RECV_164,Bangalore,UK,Mumbai,France,0,1,59,0,1,14318.41,3361.65,-38.72,2,0,0,0.059,0
TXN2001383,10-12-2025 23:47,15976.84,15145.87,-830.97,15611.52,31588.36,15976.84,15976.84,TRANSFER,CUST_SEND_29,CUST_RECV_139,Ahmedabad,Germany,Mumbai,Australia,1,0,0,2,0,2921.33,5605.78,446.9,12,1,1,0.747,1
TXN2001523,16-11-2025 23:11,24362.95,5205.73,-19157.22,928.31,25291.26,24362.95,24362.95,CASH_OUT,CUST_SEND_147,CUST_RECV_132,Mumbai,India,Kolkata,USA,1,0,0,1,0,17191.45,11860.64,41.72,1,1,0,0.807,1
TXN2001967,08-12-2025 23:26,29406.34,14316.44,-15089.9,2756.67,32163,29406.34,29406.34,TRANSFER,CUST_SEND_75,CUST_RECV_179,Pune,Canada,Pune,Singapore,1,0,0,0,1,10938.86,10938.24,168.82,4,1,1,0.75,1
TXN1000839,22-11-2025 11:12,17016.23,16433.16,-583.06,15545.14,32561.37,17016.23,17016.23,PAYMENT,CUST_SEND_67,CUST_RECV_132,Chennai,Germany,Chennai,Germany,0,1,40,0,0,19427.7,11860.64,-12.41,1,0,0,0.234,0
TXN2001924,13-11-2025 22:49,15142.31,25928.95,10786.65,14372.27,29514.58,15142.31,15142.31,TRANSFER,CUST_SEND_79,CUST_RECV_164,Lucknow,USA,Pune,UAE,1,0,0,0,1,12923.6,3361.65,17.17,19,1,0,0.879,1
TXN1000441,17-11-2025 18:50,23078.37,34994.89,11916.52,4088.81,27167.18,23078.37,23078.37,TRANSFER,CUST_SEND_125,CUST_RECV_61,Bangalore,Japan,Bangalore,Japan,0,1,24,0,0,17429.73,18496.58,32.41,5,0,0,0.349,0
TXN2001587,23-11-2025 22:48,731.75,43519.65,42787.9,18019.26,18751.01,731.75,731.75,TRANSFER,CUST_SEND_30,CUST_RECV_173,Ahmedabad,Canada,Jaipur,UK,1,0,0,0,0,2598.03,16110.08,-71.83,3,0,1,0.884,1
TXN1000922,02-12-2025 20:02,18685.55,47839.9,29154.35,17552.86,36238.41,18685.55,18685.55,PAYMENT,CUST_SEND_33,CUST_RECV_36,Lucknow,Canada,Lucknow,Canada,0,1,66,0,0,16615.34,3637.72,12.46,2,0,0,0.268,0
TXN2001830,02-12-2025 04:48,20660.41,6056.42,-14603.99,11492.87,32153.28,20660.41,20660.41,TRANSFER,CUST_SEND_6,CUST_RECV_117,Kolkata,Japan,Ahmedabad,UK,0,0,0,0,0,7066.96,18038.54,192.35,3,1,1,0.655,1
TXN1000358,26-11-2025 14:09,13826.56,31085.38,17258.82,17592.93,31419.49,13826.56,13826.56,TRANSFER,CUST_SEND_96,CUST_RECV_50,Mumbai,UAE,Mumbai,UAE,0,0,0,0,1,14265.07,3292.08,-3.07,2,0,0,0.048,0
TXN1000992,10-12-2025 21:59,19482.61,40979.55,21496.93,6683.15,26165.77,19482.61,19482.61,DEBIT,CUST_SEND_131,CUST_RECV_110,Delhi,USA,Delhi,USA,0,0,0,0,0,18950.55,2933.87,2.81,1,0,0,0.084,0
TXN1000382,19-11-2025 17:14,15239.48,38914.33,23674.85,1579.39,16818.87,15239.48,15239.48,TRANSFER,CUST_SEND_139,CUST_RECV_138,Chennai,Canada,Chennai,Canada,0,1,15,0,1,13762.31,10644.6,10.73,4,0,0,0.029,0
TXN1000266,29-11-2025 11:07,7387.11,8091.31,704.2,12577.79,19964.9,7387.11,7387.11,TRANSFER,CUST_SEND_117,CUST_RECV_33,Pune,UAE,Pune,UAE,0,1,84,0,1,8236.93,3448.71,-10.32,6,0,0,0.018,0
TXN2001211,21-11-2025 05:54,38787.49,44861.48,6073.99,19486.38,58273.87,38787.49,38787.49,TRANSFER,CUST_SEND_48,CUST_RECV_48,Ahmedabad,USA,Chennai,Australia,1,0,0,0,0,9060.22,4363.2,328.11,10,1,1,0.917,1
TXN1000808,22-11-2025 19:17,8698.82,7933.84,-764.98,7854.9,16553.72,8698.82,8698.82,PAYMENT,CUST_SEND_53,CUST_RECV_122,Jaipur,Australia,Jaipur,Australia,0,1,63,0,0,9904.55,3128.74,-12.17,6,0,0,0.028,0
TXN2001874,15-11-2025 05:53,23601.32,9173.33,-14427.99,3265.04,26866.36,23601.32,23601.32,TRANSFER,CUST_SEND_49,CUST_RECV_18,Pune,Germany,Jaipur,Germany,1,0,0,0,0,18220.73,8534.31,29.53,2,1,0,0.988,1
TXN1000525,16-11-2025 13:45,13831.97,46798.65,32966.68,10771.48,24603.45,13831.97,13831.97,TRANSFER,CUST_SEND_46,CUST_RECV_141,Mumbai,Singapore,Mumbai,Singapore,0,1,47,0,0,15765.79,12601.78,-12.27,6,0,0,0.059,0
TXN2001023,02-12-2025 05:12,48995.32,9738.94,-39256.38,16764.42,65759.74,48995.32,48995.32,TRANSFER,CUST_SEND_27,CUST_RECV_141,Chennai,Singapore,Lucknow,Canada,1,0,0,0,0,15468.7,12601.78,216.74,2,1,1,0.898,1
TXN1000714,07-12-2025 15:33,2080.36,14222.74,12142.38,12603.76,14684.11,2080.36,2080.36,DEBIT,CUST_SEND_68,CUST_RECV_162,Pune,France,Kolkata,Australia,0,1,59,0,0,1820.04,16781.77,14.3,1,0,0,0.243,0
TXN2001595,28-11-2025 22:25,27104.85,30347.77,3242.92,7295.72,34400.57,27104.85,27104.85,TRANSFER,CUST_SEND_56,CUST_RECV_63,Delhi,Australia,Bangalore,Germany,0,0,0,2,0,3233,6260.68,738.38,13,1,1,0.662,1
TXN2001314,12-11-2025 05:28,33244.48,2832.52,-30411.96,8047.22,41291.7,33244.48,33244.48,TRANSFER,CUST_SEND_118,CUST_RECV_126,Pune,Japan,Ahmedabad,Australia,1,0,0,1,0,19428.37,16524.37,71.11,17,1,1,0.907,1
TXN1000231,13-11-2025 20:44,4497.5,17725.65,13228.16,19819.64,24317.14,4497.5,4497.5,PAYMENT,CUST_SEND_88,CUST_RECV_145,Hyderabad,Singapore,Hyderabad,Singapore,0,1,76,0,0,6270.24,10141.66,-28.27,6,0,0,0.264,0
TXN1000988,04-12-2025 10:43,10241.59,27849.92,17608.33,11148.06,21389.66,10241.59,10241.59,TRANSFER,CUST_SEND_75,CUST_RECV_100,Kolkata,Australia,Kolkata,Australia,0,1,21,0,0,10938.86,9201.53,-6.37,7,0,0,0.102,0
TXN2001703,22-11-2025 23:35,21830.32,44920.96,23090.64,15073.84,36904.16,21830.32,21830.32,TRANSFER,CUST_SEND_42,CUST_RECV_178,Lucknow,France,Delhi,Australia,1,0,0,0,0,19734.02,13638.75,10.62,14,1,0,0.729,1
TXN2001890,26-11-2025 05:29,22909.55,9889.96,-13019.59,7257.2,30166.75,22909.55,22909.55,TRANSFER,CUST_SEND_65,CUST_RECV_27,Ahmedabad,India,Hyderabad,UK,1,0,0,0,0,19301.23,19620.62,18.69,12,1,0,0.822,1
TXN2001617,16-11-2025 23:39,1187.66,20243.97,19056.32,13176.91,14364.57,1187.66,1187.66,TRANSFER,CUST_SEND_110,CUST_RECV_38,Kolkata,Germany,Ahmedabad,France,1,1,31,0,0,1859.15,4455.72,-36.12,2,0,0,0.836,1
TXN1000597,21-11-2025 18:21,8822.74,2537.32,-6285.42,8480.89,17303.63,8822.74,8822.74,PAYMENT,CUST_SEND_107,CUST_RECV_130,Delhi,France,Delhi,France,0,1,10,0,0,8946.62,18658.14,-1.38,3,0,0,0.282,0
TXN1000640,22-11-2025 19:21,1635.39,4590.05,2954.66,18520.28,20155.67,1635.39,1635.39,PAYMENT,CUST_SEND_110,CUST_RECV_67,Ahmedabad,France,Ahmedabad,France,0,0,0,0,0,1859.15,4977.64,-12.04,6,0,0,0.189,0
TXN1000141,28-11-2025 10:54,14107.36,46419.18,32311.82,12194.4,26301.76,14107.36,14107.36,PAYMENT,CUST_SEND_80,CUST_RECV_9,Ahmedabad,Germany,Ahmedabad,France,0,0,0,0,0,12101.97,1276.35,16.57,7,0,0,0.106,0
TXN2001675,09-12-2025 03:13,1330.66,37898.66,36568,191.07,1521.73,1330.66,1330.66,TRANSFER,CUST_SEND_60,CUST_RECV_126,Lucknow,Germany,Chennai,India,1,0,0,1,0,19281.28,16524.37,-93.1,9,0,1,0.662,1
TXN1000161,11-12-2025 13:47,18540.76,32966.33,14425.57,12366.56,30907.32,18540.76,18540.76,TRANSFER,CUST_SEND_1,CUST_RECV_24,Mumbai,Japan,Mumbai,Japan,0,1,87,0,0,18014.94,10350.21,2.92,4,0,0,0.184,0
TXN1000240,01-12-2025 15:23,5248.86,33510.74,28261.88,8539.02,13787.88,5248.86,5248.86,TRANSFER,CUST_SEND_101,CUST_RECV_162,Kolkata,Singapore,Ahmedabad,USA,0,1,56,0,0,4089.72,16781.77,28.34,1,0,0,0.207,0
TXN2001213,07-12-2025 05:24,669.62,38119.98,37450.35,15232.11,15901.74,669.62,669.62,TRANSFER,CUST_SEND_111,CUST_RECV_146,Kolkata,Singapore,Ahmedabad,Singapore,0,0,0,0,0,1500.97,11119.2,-55.39,8,0,1,0.775,1
TXN2001994,15-11-2025 03:53,36278.81,21908.3,-14370.52,17866.68,54145.49,36278.81,36278.81,CASH_OUT,CUST_SEND_131,CUST_RECV_112,Hyderabad,Australia,Bangalore,Japan,1,0,0,0,0,18950.55,5673.2,91.44,2,1,1,0.8,1
TXN2001093,25-11-2025 02:05,25393.98,19098.28,-6295.71,15115.95,40509.93,25393.98,25393.98,TRANSFER,CUST_SEND_39,CUST_RECV_109,Chennai,UAE,Kolkata,Japan,0,0,0,0,0,8042.2,5507.31,215.76,4,1,1,0.984,1
TXN1000138,08-12-2025 21:52,7706.32,16982.48,9276.16,11838.98,19545.3,7706.32,7706.32,TRANSFER,CUST_SEND_140,CUST_RECV_129,Hyderabad,UAE,Mumbai,UAE,0,1,28,0,0,12744.44,13704.22,-39.53,7,0,0,0.145,0
TXN1000513,05-12-2025 17:42,3415.25,24706.35,21291.1,9784.9,13200.15,3415.25,3415.25,TRANSFER,CUST_SEND_35,CUST_RECV_86,Bangalore,UAE,Bangalore,UAE,0,1,62,0,0,2545.63,1381.35,34.16,7,0,0,0.161,0
TXN2001148,19-11-2025 02:18,24564.19,38057.41,13493.23,3604.46,28168.65,24564.19,24564.19,TRANSFER,CUST_SEND_66,CUST_RECV_179,Mumbai,Canada,Chennai,India,0,0,0,0,1,1230.94,10938.24,1895.57,17,1,1,0.987,1
TXN2001986,21-11-2025 23:39,617.32,28491.12,27873.8,7887.45,8504.77,617.32,617.32,TRANSFER,CUST_SEND_143,CUST_RECV_46,Jaipur,India,Chennai,Canada,1,0,0,0,1,13759.89,4209.77,-95.51,8,0,1,0.934,1
TXN1000753,21-11-2025 14:35,2535.14,48775.24,46240.09,16458.57,18993.71,2535.14,2535.14,PAYMENT,CUST_SEND_30,CUST_RECV_78,Pune,Canada,Pune,Canada,0,1,56,0,0,2598.03,10721.87,-2.42,1,0,0,0.214,0
TXN1000940,25-11-2025 16:24,1468.28,43104.67,41636.38,3835.95,5304.24,1468.28,1468.28,TRANSFER,CUST_SEND_68,CUST_RECV_171,Delhi,Australia,Delhi,Australia,0,1,82,0,0,1820.04,16994.75,-19.33,6,0,0,0.296,0
TXN2001479,19-11-2025 03:37,27735.29,32023.1,4287.81,13436.84,41172.12,27735.29,27735.29,TRANSFER,CUST_SEND_62,CUST_RECV_33,Jaipur,USA,Chennai,USA,0,0,0,0,1,6428.53,3448.71,331.44,4,1,1,0.78,1
TXN1000230,16-11-2025 19:27,10992.71,34504.16,23511.45,18269.35,29262.06,10992.71,10992.71,TRANSFER,CUST_SEND_70,CUST_RECV_78,Delhi,France,Bangalore,UAE,0,1,28,1,0,11026.32,10721.87,-0.3,3,0,0,0.327,0
TXN2001698,16-11-2025 02:37,45682.84,19501.46,-26181.38,11706.34,57389.19,45682.84,45682.84,CASH_OUT,CUST_SEND_21,CUST_RECV_143,Kolkata,USA,Bangalore,Japan,0,0,0,0,0,11441.05,12043.53,299.29,8,1,1,0.721,1
TXN1000657,02-12-2025 21:10,20912.5,1197.17,-19715.33,18788.01,39700.51,20912.5,20912.5,TRANSFER,CUST_SEND_137,CUST_RECV_174,Ahmedabad,Canada,Ahmedabad,Canada,0,1,90,0,1,12517.32,4830.92,67.07,7,0,0,0.124,0
TXN1000010,27-11-2025 11:04,17167.84,22231.49,5063.65,10843.35,28011.18,17167.84,17167.84,TRANSFER,CUST_SEND_27,CUST_RECV_93,Jaipur,India,Hyderabad,France,0,0,0,0,0,15468.7,13902.94,10.98,2,0,0,0.144,0
TXN1000680,03-12-2025 15:57,2198.21,29952.07,27753.87,19058.83,21257.03,2198.21,2198.21,PAYMENT,CUST_SEND_20,CUST_RECV_42,Kolkata,Australia,Pune,Canada,0,1,6,0,0,2093.62,13683.6,5,6,0,0,0.187,0
TXN1000916,21-11-2025 14:14,18547.53,25962.62,7415.08,7467.05,26014.58,18547.53,18547.53,TRANSFER,CUST_SEND_94,CUST_RECV_82,Jaipur,Singapore,Jaipur,Singapore,0,1,45,0,0,19513.5,11119.73,-4.95,3,0,0,0.11,0
TXN1000946,26-11-2025 18:35,20700.1,1423.43,-19276.67,4696.53,25396.62,20700.1,20700.1,TRANSFER,CUST_SEND_136,CUST_RECV_132,Lucknow,India,Lucknow,India,0,1,50,0,0,19126.97,11860.64,8.22,3,0,0,0.173,0
TXN1000310,20-11-2025 11:24,19933.92,12865.74,-7068.17,7626.57,27560.49,19933.92,19933.92,PAYMENT,CUST_SEND_85,CUST_RECV_160,Bangalore,UAE,Bangalore,UAE,0,1,98,1,0,17915.01,7628.5,11.27,3,0,0,0.157,0
TXN2001053,13-11-2025 02:06,44282.37,23532.08,-20750.29,18235.88,62518.25,44282.37,44282.37,TRANSFER,CUST_SEND_24,CUST_RECV_73,Hyderabad,USA,Delhi,Germany,1,0,0,0,1,7667.39,15201.95,477.54,10,1,1,0.721,1
TXN2001327,29-11-2025 23:17,19640.05,18900.29,-739.76,10835.83,30475.88,19640.05,19640.05,TRANSFER,CUST_SEND_115,CUST_RECV_87,Lucknow,Canada,Pune,Japan,1,0,0,0,0,3857.92,7119.5,409.08,2,1,1,0.844,1
TXN1000411,10-12-2025 15:44,9976.45,32518.68,22542.23,3756.02,13732.48,9976.45,9976.45,TRANSFER,CUST_SEND_90,CUST_RECV_17,Pune,UAE,Pune,UAE,0,1,87,1,0,9810.27,15889.41,1.69,6,0,0,0.028,0
TXN1000026,10-12-2025 17:12,10325.91,40581.91,30256,2515.64,12841.55,10325.91,10325.91,PAYMENT,CUST_SEND_80,CUST_RECV_146,Ahmedabad,Australia,Ahmedabad,Australia,0,1,41,0,0,12101.97,11119.2,-14.68,3,0,0,0.335,0
TXN2001767,11-12-2025 03:00,30649.6,32710.76,2061.16,19136.67,49786.27,30649.6,30649.6,CASH_OUT,CUST_SEND_52,CUST_RECV_4,Mumbai,Singapore,Mumbai,UAE,1,0,0,0,0,1215.72,15347.61,2421.11,16,1,1,0.772,1
TXN1000624,21-11-2025 13:44,27936.84,20284,-7652.84,12940.57,40877.41,27936.84,27936.84,PAYMENT,CUST_SEND_7,CUST_RECV_5,Bangalore,Japan,Bangalore,Japan,0,1,20,1,0,19051.18,12785.88,46.64,1,0,0,0.167,0
TXN1000294,13-11-2025 11:33,3019,23817.74,20798.74,5337.79,8356.79,3019,3019,TRANSFER,CUST_SEND_30,CUST_RECV_15,Bangalore,India,Lucknow,USA,0,1,19,0,0,2598.03,7616.85,16.2,7,0,0,0.052,0
TXN1000181,09-12-2025 17:03,2512.3,4031.71,1519.4,11578.74,14091.05,2512.3,2512.3,PAYMENT,CUST_SEND_29,CUST_RECV_106,Kolkata,India,Kolkata,India,0,1,68,2,0,2921.33,7765.84,-14,7,0,0,0.338,0
TXN1000259,20-11-2025 12:57,2517.34,26905.97,24388.64,2858.5,5375.84,2517.34,2517.34,DEBIT,CUST_SEND_35,CUST_RECV_168,Lucknow,Germany,Lucknow,Germany,0,0,0,0,0,2545.63,2263.43,-1.11,4,0,0,0.22,0
TXN2001395,21-11-2025 23:39,1437.71,5992.78,4555.07,9540.22,10977.92,1437.71,1437.71,TRANSFER,CUST_SEND_4,CUST_RECV_70,Chennai,Australia,Kolkata,Singapore,1,0,0,0,0,18202.26,12746.84,-92.1,19,0,1,0.816,1
TXN1000695,14-11-2025 19:24,5297.25,32236.29,26939.04,3458,8755.25,5297.25,5297.25,TRANSFER,CUST_SEND_138,CUST_RECV_27,Mumbai,Australia,Mumbai,Australia,0,1,39,0,0,5344.21,19620.62,-0.88,6,0,0,0.181,0
TXN1000548,15-11-2025 15:08,10734.88,2366.35,-8368.53,2866.7,13601.58,10734.88,10734.88,DEBIT,CUST_SEND_47,CUST_RECV_176,Hyderabad,Japan,Hyderabad,Japan,0,0,0,0,0,11609.68,4121.05,-7.54,6,0,0,0.184,0
TXN1000198,17-11-2025 11:18,12418.05,42096.46,29678.41,10636.04,23054.08,12418.05,12418.05,TRANSFER,CUST_SEND_21,CUST_RECV_148,Hyderabad,India,Hyderabad,India,0,1,15,0,0,11441.05,7395.48,8.54,6,0,0,0.07,0
TXN2001247,08-12-2025 23:05,584.66,16341,15756.33,8767.77,9352.43,584.66,584.66,TRANSFER,CUST_SEND_57,CUST_RECV_114,Mumbai,Germany,Delhi,UAE,0,0,0,0,0,13335,4544.77,-95.62,19,0,1,0.977,1
TXN2001541,03-12-2025 23:25,34913.25,19675.04,-15238.2,14832.82,49746.06,34913.25,34913.25,TRANSFER,CUST_SEND_27,CUST_RECV_164,Chennai,Singapore,Mumbai,Singapore,1,0,0,0,1,15468.7,3361.65,125.7,12,1,1,0.685,1
TXN1000255,28-11-2025 11:20,18228.69,20007.39,1778.7,14816.49,33045.18,18228.69,18228.69,TRANSFER,CUST_SEND_81,CUST_RECV_162,Lucknow,Australia,Lucknow,Australia,0,1,85,0,0,18122,16781.77,0.59,7,0,0,0.166,0
TXN2001972,30-11-2025 03:02,34934.7,10592.65,-24342.05,15612.71,50547.41,34934.7,34934.7,TRANSFER,CUST_SEND_104,CUST_RECV_51,Chennai,France,Chennai,Australia,0,0,0,0,0,19046.2,9754.8,83.42,14,1,1,0.841,1
